firstName,lastName,onLoan,height,weight,position,rosterCategory,playerCategories,jerseyNumber,Team,Games played,Minutes played,Starts,Subbed off,Clearances,Blocks,Interceptions,Success Rate - Tackles,Success Rate - Duels,Success Rate - Aerial Duels,Success Rate - Passes,Total passes,Successful passes,Passes per 90 mins,Success Rate - Long Passes,Pass Direction - Forward,Pass Direction - Left,Pass Direction - Right,Pass Direction - Back,Pass Accuracy - Opp. Half,Pass Accuracy - Own Half,Total open play crosses,Succ. crosses,Assists,Second assists,Key Passes,Total shots (excluding blocked shots),Shots on target,Goals scored,Conversion rate,Mins per goal,Left foot goals,Right foot goals,Headed goals,Other,Goals inside the box,Goals outside the box,Direct free kick goals,Fouls won,Fouls conceded,Yellow cards,Red cards,Success Rate - Saves,Clean sheets,Catches,Punches,Drops,Penalties saved
Tommy,McNamara,FALSE,176,78,Midfielder,Senior,,26,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben,Sweat,FALSE,185,80,Defender,Supplemental Slots 21-24,,44,ne,7,336,4,3,10,0,5,100%,55.20%,83.30%,81.50%,205,167,54.9,46.20%,46.80%,4.40%,28.30%,20.50%,72.50%,82.70%,13,1,0,0,2,1,0,0,0%,-,0,0,0,0,0,0,0,1,5,0,1,,,,,,
Ronald,Donkor,FALSE,173,,Midfielder,Senior,International,48,rbny,3,44,0,0,0,0,1,66.70%,41.70%,0%,61.10%,18,11,36.8,66.70%,33.30%,38.90%,16.70%,11.10%,52.90%,66.70%,2,0,1,0,1,0,0,0,-,-,0,0,0,0,0,0,0,0,2,0,0,,,,,,
Peter,Stroud,FALSE,,,Midfielder,Supplemental Slots 29-30,Homegrown,5,rbny,13,675,7,4,1,0,18,81.30%,60.30%,61.50%,82.30%,311,256,41.5,36.80%,32.50%,28.60%,19.00%,19.90%,75.10%,90.10%,5,1,0,0,3,1,0,0,0%,-,0,0,0,0,0,0,0,12,9,1,0,,,,,,
Jayden,Reid,FALSE,,,Defender,Supplemental Slots 25-28,Homegrown,2,rbny,1,1,0,0,0,0,0,-,0%,-,-,0,0,0,-,-%,-%,-%,-%,-%,-%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Elias Manoel,Alves de Paula,FALSE,176,75,Forward,Senior,International,11,rbny,17,909,9,7,1,0,3,45.50%,34.60%,34.90%,67.90%,168,114,16.6,70%,22.00%,22.00%,21.40%,34.50%,62.70%,78.80%,7,1,1,0,11,20,10,2,10%,454.5,0,1,1,0,2,0,0,5,15,2,0,,,,,,
Curtis,Ofori,FALSE,178,73,Defender,Supplemental Slots 25-28,,24,rbny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven,Sserwadda,FALSE,165,73,Midfielder,Supplemental Slots 25-28,International,65,rbny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante,Vanzeir,FALSE,175,68,Forward,Senior,Designated PlayerInternational,13,rbny,12,433,3,3,2,0,2,100%,29.40%,25%,62%,92,57,19.1,50%,29.30%,21.70%,15.20%,33.70%,51.60%,66.70%,17,2,0,0,9,10,3,2,20%,216.5,1,1,0,0,2,0,0,3,5,1,0,,,,,,
Serge,Ngoma,FALSE,178,75,Forward,Supplemental Slots 25-28,Homegrown,22,rbny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas,Lima Linhares,FALSE,169,60,Midfielder,Senior,InternationalDesignated Player,82,rbny,12,891,11,8,1,0,7,50%,53.70%,41.70%,76.90%,225,173,22.7,54.50%,31.10%,20.40%,28.40%,20.00%,74.90%,81%,4,1,0,0,12,12,4,1,8.30%,891,0,1,0,0,1,0,0,34,8,0,0,,,,,,
Will,Meyer,FALSE,188,79,Goalkeeper,Drafted,,30,rbny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Nocita,FALSE,203,93,Defender,Supplemental Slots 21-24,,3,rbny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Edelman,FALSE,178,64,Midfielder,Supplemental Slots 29-30,Homegrown,75,rbny,10,765,9,3,8,0,12,62.50%,50%,48.30%,73%,315,230,37.1,38.20%,46.30%,21.90%,20.00%,11.70%,70.60%,76%,3,0,0,1,6,3,1,1,33.30%,765,1,0,0,0,1,0,0,12,11,3,0,,,,,,
Cameron,Harper,FALSE,175,71,Forward,Senior,,17,rbny,18,"1,414",16,5,14,3,7,69.20%,41.70%,40%,72.40%,471,341,30,24%,37.80%,24.00%,12.50%,25.70%,59.40%,83.60%,62,14,1,0,18,11,7,1,9.10%,"1,414",1,0,0,0,1,0,0,15,22,2,1,,,,,,
Bento Luís,Estrela,FALSE,185,71,Midfielder,Supplemental Slots 31,Homegrown,91,rbny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wikelman,Carmona,FALSE,172,71,Midfielder,Supplemental Slots 21-24,International,19,rbny,11,544,5,4,2,0,3,71.40%,37.10%,41.20%,72%,175,126,29,46.20%,26.30%,31.40%,18.30%,24.00%,69.90%,72.50%,5,3,0,0,5,9,5,0,0%,-,0,0,0,0,0,0,0,9,15,0,0,,,,,,
Andrés,Reyes,FALSE,191,81,Defender,Senior,InternationalU22 Initiative,4,rbny,17,"1,389",17,4,54,7,44,59.30%,61.90%,77.70%,72.30%,647,468,41.9,41.90%,51.30%,26.60%,16.50%,5.60%,59%,83.80%,3,0,0,0,1,14,3,2,14.30%,694.5,0,1,1,0,2,0,0,16,41,6,1,,,,,,
Dru,Yearwood,FALSE,173,68,Midfielder,Senior,,16,rbny,11,529,7,5,2,1,12,63.60%,42.60%,22.20%,65.30%,176,115,29.9,37.50%,38.10%,17.60%,29.50%,14.80%,54.70%,81.60%,10,0,0,0,6,1,0,0,0%,-,0,0,0,0,0,0,0,4,8,2,0,,,,,,
Lewis,Morgan,FALSE,178,75,Midfielder,Senior,International,10,rbny,5,296,3,2,3,0,1,100%,37.90%,40%,66.70%,87,58,26.5,50%,33.30%,17.20%,19.50%,29.90%,58%,82.60%,5,1,0,0,4,12,4,0,0%,-,0,0,0,0,0,0,0,3,1,0,0,,,,,,
John,Tolkin,FALSE,170,61,Defender,Senior,Homegrown,47,rbny,15,"1,350",15,0,26,4,16,65.50%,64.80%,69.20%,74.10%,656,486,43.7,41.60%,44.20%,4.60%,36.30%,14.90%,60.80%,81.50%,20,3,4,0,25,10,5,0,0%,-,0,0,0,0,0,0,0,22,7,2,0,,,,,,
Dylan,Nealis,FALSE,180,79,Defender,Senior,,12,rbny,13,899,10,4,22,0,13,55.20%,61.60%,62.30%,72.30%,405,293,40.5,46.80%,45.20%,28.90%,13.30%,12.60%,60.70%,84.20%,5,2,0,0,5,6,1,0,0%,-,0,0,0,0,0,0,0,23,18,1,0,,,,,,
Sean,Nealis,FALSE,193,79,Defender,Senior,,15,rbny,19,"1,710",19,0,69,10,19,70.40%,58.90%,61.50%,74.60%,816,609,42.9,33.30%,41.30%,26.30%,26.50%,5.90%,57.60%,84.50%,1,0,1,0,2,5,3,0,0%,-,0,0,0,0,0,0,0,7,19,7,0,,,,,,
Omir,Fernandez,FALSE,170,64,Midfielder,Senior,Homegrown,21,rbny,17,876,11,9,4,1,5,56.30%,51%,7.70%,79.40%,204,162,21,22.20%,26.50%,12.70%,32.40%,28.40%,77.80%,83.70%,3,2,2,0,21,12,7,2,16.70%,438,0,1,1,0,1,1,0,22,3,2,0,,,,,,
Carlos Miguel,Coronel,FALSE,192,88,Goalkeeper,Senior,International,1,rbny,20,"1,800",20,0,16,,,,,,46.70%,538,251,26.9,30%,82.30%,11.00%,6.70%,0.00%,27.50%,82%,0,0,0,0,2,,,,,,,,,,,,,4,0,2,0,62.30%,5,2,5,1,1
Frankie,Amaya,FALSE,163,63,Midfielder,Senior,,8,rbny,12,847,10,3,16,2,15,61.10%,53.70%,63.60%,79.30%,328,260,34.9,37.20%,36.60%,28.00%,21.60%,13.70%,72.20%,85.80%,3,0,0,1,8,10,3,2,20%,423.5,0,2,0,0,2,0,0,10,13,2,0,,,,,,
Kyle,Duncan,TRUE,178,68,Defender,Senior,,6,rbny,12,839,9,2,11,0,10,70%,54.50%,57.90%,70%,303,212,32.5,12%,38.60%,27.40%,19.80%,14.20%,61.50%,78.20%,15,2,0,2,8,7,3,0,0%,-,0,0,0,0,0,0,0,18,20,6,0,,,,,,
Cristian,Cásseres Jr.,FALSE,176,68,Midfielder,Senior,International,23,rbny,17,"1,440",16,1,11,2,19,58.50%,49.60%,50%,78.60%,691,543,43.2,62.20%,43.60%,23.90%,21.00%,11.60%,69.90%,84.70%,20,4,1,1,34,16,10,1,6.30%,"1,440",0,1,0,0,1,0,0,31,29,7,0,,,,,,
Tom,Barlow,FALSE,188,84,Forward,Senior,,74,rbny,20,863,10,8,3,1,4,57.10%,37.10%,47.60%,62.40%,210,131,21.9,16.70%,38.10%,20.00%,23.80%,18.10%,56%,82.60%,2,0,1,0,6,13,10,2,15.40%,431.5,0,2,0,0,2,0,0,4,29,3,0,,,,,,
Cory,Burke,FALSE,193,82,Forward,Senior,,7,rbny,16,865,10,8,5,1,3,68.20%,42.50%,45.50%,49.10%,167,82,17.4,50%,41.90%,26.30%,14.40%,17.40%,46.70%,65%,5,2,0,0,11,25,8,2,8%,432.5,1,0,1,0,2,0,0,11,32,3,0,,,,,,
Hassan,Ndam,FALSE,193,88,Defender,Supplemental Slots 21-24,,98,rbny,7,333,3,0,14,1,7,83.30%,60.60%,50%,81.70%,180,147,48.6,30.40%,41.70%,23.30%,28.90%,6.10%,62.70%,92.90%,0,0,0,0,0,4,2,0,0%,-,0,0,0,0,0,0,0,3,1,1,0,,,,,,
Ryan,Meara,FALSE,192,84,Goalkeeper,Senior,,18,rbny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard,Ledezma,TRUE,173,70,Midfielder,,,20,nyc,15,778,9,7,1,1,5,100%,44.90%,55.60%,87.50%,337,295,39,81%,19.60%,24.60%,29.40%,26.40%,81.90%,90.80%,8,1,4,1,18,9,5,0,0%,-,0,0,0,0,0,0,0,6,7,1,0,,,,,,
Braian,Cufré,TRUE,179,82,Defender,Senior,International,3,nyc,17,"1,340",16,7,22,2,13,60%,47.70%,25%,78.40%,547,429,36.7,34.60%,37.50%,4.20%,33.60%,24.70%,69.60%,81.70%,32,7,2,0,16,10,5,1,10%,"1,340",0,0,1,0,1,0,0,10,28,5,1,,,,,,
Gabriel,Segal,FALSE,178,73,Forward,Signed,,19,nyc,8,380,4,4,2,0,1,85.70%,36.40%,19%,72.60%,113,82,26.8,0%,13.30%,28.30%,19.50%,38.90%,67.10%,81.40%,0,0,0,0,5,9,4,2,22.20%,190,1,1,0,0,2,0,0,5,8,0,0,,,,,,
Mitja,Ilenic,FALSE,178,71,Defender,Senior,International,35,nyc,15,936,10,7,17,2,5,62.50%,50.60%,44.40%,79.80%,372,297,35.8,24.30%,36.80%,37.90%,3.50%,21.80%,63.50%,88%,27,3,2,0,7,4,2,0,0%,-,0,0,0,0,0,0,0,7,14,5,0,,,,,,
Jonathan,Shore,FALSE,172,61,Midfielder,Signed,,32,nyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Máximo,Carrizo,FALSE,,,Midfielder,Signed,Homegrown,29,nyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel,Pereira dos Santos,FALSE,175,,Midfielder,Senior,U22 InitiativeInternational,11,nyc,19,"1,420",17,8,6,0,9,84.60%,51.20%,29.20%,78.60%,373,293,23.6,62.20%,29.80%,42.90%,5.40%,22.00%,66.60%,85.20%,19,2,3,0,27,27,18,6,22.20%,236.7,5,1,0,0,5,1,0,27,8,2,0,,,,,,
Stephen,Turnbull,FALSE,,,Defender,Senior,,34,nyc,9,382,4,2,4,3,4,77.80%,52.10%,50%,79.50%,151,120,35.6,37.50%,36.40%,27.80%,4.60%,31.10%,70.50%,77.90%,12,0,0,1,4,1,0,0,0%,-,0,0,0,0,0,0,0,5,5,1,0,,,,,,
Thiago,Martins,FALSE,185,78,Defender,Senior,InternationalDesignated Player,13,nyc,14,"1,225",14,1,68,5,8,71.40%,59.30%,57.40%,90.70%,966,876,71,55%,31.40%,45.70%,17.20%,5.80%,78.30%,94.70%,0,0,0,1,1,2,1,0,0%,-,0,0,0,0,0,0,0,3,10,1,0,,,,,,
Samuel,Owusu,FALSE,,,Defender,Signed,Homegrown,30,nyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas,Benalcazar,FALSE,180,70,Defender,Signed,Homegrown,33,nyc,1,9,0,0,0,1,1,-,-,-,100%,3,3,30,-,66.70%,33.30%,0.00%,0.00%,100%,100%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Kevin,O'Toole,FALSE,178,68,Forward,Signed,,22,nyc,13,558,5,0,17,3,2,70%,39.30%,12.50%,86%,307,264,49.5,68.80%,36.20%,4.90%,30.30%,28.70%,81.80%,83.50%,18,5,0,0,5,1,1,0,0%,-,0,0,0,0,0,0,0,6,2,1,0,,,,,,
Christian,McFarlane,FALSE,182,63,Defender,Signed,Homegrown,18,nyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago,Rodríguez,FALSE,168,62,Midfielder,Senior,Young Designated Player,10,nyc,20,"1,665",18,1,5,1,6,50%,42.60%,6.30%,83.80%,742,622,40.1,77.40%,26.00%,19.70%,33.20%,21.20%,76.50%,87%,16,2,1,2,34,22,12,4,18.20%,416.3,1,3,0,0,3,1,0,46,25,6,0,,,,,,
Talles Magno,Bacelar Martins,FALSE,185,70,Forward,Senior,Young Designated Player,43,nyc,20,"1,470",15,7,7,0,4,50%,49.10%,38.10%,82.30%,469,386,28.7,86.70%,19.00%,16.60%,36.70%,27.70%,78.80%,89.20%,5,0,1,0,18,27,18,3,11.10%,490,1,1,1,0,3,0,0,41,12,1,0,,,,,,
Thiago Eduardo,Andrade,TRUE,180,68,Forward,,,,nyc,4,134,1,0,1,1,0,50%,40.70%,33.30%,87.50%,40,35,26.9,50%,10.00%,30.00%,20.00%,40.00%,91.70%,81.30%,0,0,0,0,3,1,1,1,100%,134,0,1,0,0,1,0,0,2,5,1,0,,,,,,
Alfredo,Morales,FALSE,183,77,Midfielder,Senior,,7,nyc,16,854,8,2,12,3,9,29.40%,51%,65.20%,88.80%,430,382,45.3,57.70%,24.40%,31.20%,30.90%,13.50%,83.10%,93.30%,5,1,1,0,4,5,1,0,0%,-,0,0,0,0,0,0,0,12,14,2,0,,,,,,
Andres,Jasson,FALSE,175,70,Midfielder,Signed,Homegrown,21,nyc,12,270,3,3,1,0,1,100%,38.20%,25%,75.40%,69,52,23,0%,24.60%,10.10%,33.30%,31.90%,68.50%,76.20%,5,0,0,0,1,4,1,0,0%,-,0,0,0,0,0,0,0,13,7,2,0,,,,,,
Cody,Mizell,FALSE,183,85,Goalkeeper,Signed,,25,nyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolás,Acevedo,TRUE,173,73,Midfielder,,,,nyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tayvon,Gray,FALSE,180,74,Defender,Senior,Homegrown,24,nyc,15,924,11,5,38,3,7,61.10%,63.60%,65.40%,82.70%,513,424,50,44%,35.70%,39.20%,6.80%,18.30%,75.50%,85.80%,9,2,0,0,1,3,2,0,0%,-,0,0,0,0,0,0,0,9,10,4,0,,,,,,
Alexandru,Mitrita,TRUE,167,64,Midfielder,,,,nyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin,Haak,FALSE,183,75,Midfielder,Signed,Homegrown,80,nyc,8,647,7,0,28,3,12,80%,56.80%,92.30%,89.60%,356,319,49.5,64.70%,33.70%,23.30%,34.30%,8.70%,84.90%,91.60%,1,0,0,0,1,0,0,0,-,-,0,0,0,0,0,0,0,4,11,1,0,,,,,,
Keaton,Parks,FALSE,191,81,Midfielder,Senior,,55,nyc,21,"1,806",21,6,32,9,17,53.50%,55.20%,53.20%,88.10%,960,846,47.8,75.40%,29.10%,24.90%,31.60%,14.50%,83.60%,91.90%,8,1,1,1,14,18,10,2,11.10%,903,0,0,2,0,2,0,0,19,30,4,0,,,,,,
Luis,Barraza,FALSE,188,88,Goalkeeper,Senior,,1,nyc,19,"1,710",19,0,12,,,,,,79.40%,819,650,43.1,38.10%,33.70%,34.70%,31.60%,0.00%,28.60%,92.50%,0,0,0,0,0,,,,,,,,,,,,,0,1,2,0,70.30%,4,10,2,0,0
Matt,Freese,FALSE,190,88,Goalkeeper,Supplemental Slots 21-24,Homegrown,49,nyc,2,180,2,0,0,,,,,,65.10%,43,28,21.5,28.60%,48.80%,30.20%,20.90%,0.00%,14.30%,89.70%,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,66.70%,0,1,0,0,0
Valentín,Castellanos,TRUE,178,70,Forward,,,,nyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxime,Chanot,FALSE,185,78,Defender,Senior,,4,nyc,16,"1,440",16,0,78,7,21,64%,55.50%,58%,87.60%,994,871,62.1,51.50%,32.70%,25.20%,37.60%,4.50%,70.60%,93.40%,0,0,0,0,0,10,3,1,10%,"1,440",0,1,0,0,1,0,0,10,19,5,0,,,,,,
Tony,Alfaro,FALSE,187,86,Defender,Senior,,93,nyc,6,376,4,2,11,3,4,25%,33.30%,37.50%,81.70%,213,174,51,20%,48.80%,6.10%,33.30%,11.70%,77.20%,85.30%,3,1,0,0,1,0,0,0,-,-,0,0,0,0,0,0,0,0,5,2,0,,,,,,
Abdi,Salim,FALSE,,,Defender,Supplemental Slots 25-28,,28,orl,2,135,2,1,1,1,4,66.70%,60%,0%,88.60%,35,31,23.3,50%,31.40%,40.00%,17.10%,11.40%,85.70%,90.90%,1,1,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Duncan,McGuire,FALSE,,,Forward,,,13,orl,16,628,6,5,10,0,1,50%,39.40%,36.60%,68.30%,126,86,18.1,100%,22.20%,15.90%,27.00%,34.90%,60.50%,85%,0,0,2,0,9,13,13,6,46.20%,104.7,2,2,2,0,6,0,0,12,9,1,0,,,,,,
Dagur,Thórhallsson,FALSE,178,,Midfielder,Senior,,23,orl,17,363,3,1,2,0,1,83.30%,47.90%,33.30%,86.70%,158,137,39.2,33.30%,22.80%,19.60%,24.10%,33.50%,78.90%,96.30%,4,1,1,0,2,6,1,0,0%,-,0,0,0,0,0,0,0,4,8,1,0,,,,,,
Shakur,Mohammed,TRUE,178,72,Midfielder,Supplemental Slots 25-28,Generation adidas,14,orl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramiro,Enrique,FALSE,171,68,Forward,Senior,U22 Initiative,7,orl,16,438,3,2,4,0,1,57.10%,52.10%,47.20%,73.10%,119,87,24.5,20%,16.00%,16.80%,29.40%,37.80%,67%,83.30%,5,1,0,0,3,10,4,2,20%,219,0,2,0,0,0,2,0,10,11,2,0,,,,,,
Rafael,Santos,TRUE,180,73,Defender,Senior,International,3,orl,13,896,10,3,17,2,14,53.60%,63.20%,57.10%,75.20%,440,331,44.2,29.60%,51.60%,3.20%,32.00%,13.20%,64%,77.10%,48,9,0,1,5,4,3,1,25%,896,1,0,0,0,1,0,0,5,9,1,0,,,,,,
Martín,Ojeda,FALSE,176,59,Midfielder,Senior,Designated Player,11,orl,20,"1,204",13,9,13,0,6,86.70%,32.50%,30.80%,78.90%,474,374,35.4,58.50%,23.20%,38.20%,15.20%,23.40%,69.60%,86.20%,20,4,4,3,29,38,16,4,10.50%,301,4,0,0,0,2,2,0,6,6,0,0,,,,,,
Wilder,Cartagena,TRUE,180,77,Midfielder,Senior,International,16,orl,13,983,12,6,15,2,5,59%,49.30%,50%,87.90%,528,464,48.3,67.40%,29.90%,27.80%,30.50%,11.70%,83.10%,92.70%,2,0,1,0,7,3,1,0,0%,-,0,0,0,0,0,0,0,18,33,3,0,,,,,,
Iván,Angulo,TRUE,170,66,Midfielder,Senior,,77,orl,20,"1,567",18,11,8,2,13,62.50%,47.50%,10%,83.80%,517,433,29.7,66.70%,24.00%,22.80%,34.80%,18.40%,78.10%,88.70%,31,11,3,1,15,23,9,3,13%,522.3,1,2,0,0,3,0,0,20,16,4,0,,,,,,
Gastón,González,FALSE,182,81,Forward,Senior,,22,orl,13,614,6,2,10,1,3,70%,36.60%,28.60%,73.70%,175,129,25.7,14.30%,26.90%,2.90%,42.90%,27.40%,55.50%,82.20%,34,6,2,0,5,2,1,0,0%,-,0,0,0,0,0,0,0,7,12,0,0,,,,,,
Favian,Loyola,FALSE,,,Forward,Supplemental Slots 29-30,Homegrown,95,orl,1,1,0,0,0,0,0,-,0%,-,100%,6,6,540,-,16.70%,16.70%,16.70%,50.00%,100%,-%,0,0,0,0,1,0,0,0,-,-,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Alexander,Freeman,FALSE,188,,Defender,Signed,Homegrown,30,orl,1,1,0,0,0,0,0,-,-,-,-,0,0,0,-,-%,-%,-%,-%,-%,-%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ercan,Kara,FALSE,192,88,Forward,Senior,InternationalDesignated Player,9,orl,13,805,11,10,10,2,1,66.70%,39.80%,46.30%,62.30%,122,76,13.6,0%,14.80%,15.60%,29.50%,40.20%,57.30%,70.20%,0,0,1,1,7,21,9,4,19%,201.3,1,1,2,0,4,0,0,12,18,1,0,,,,,,
Facundo,Torres,FALSE,177,71,Midfielder,Senior,InternationalDesignated Player,17,orl,17,"1,362",16,7,2,0,3,63.60%,49.40%,25.90%,83.90%,583,489,38.5,77.50%,23.30%,32.40%,14.20%,30.00%,77.50%,88.10%,27,14,2,1,37,25,12,7,28%,194.6,6,0,1,0,6,1,0,36,5,1,0,,,,,,
John Charles,Lynn,TRUE,185,79,Forward,Supplemental Slots 25-28,,27,orl,1,8,0,0,0,0,0,-,-,-,100%,1,1,11.3,-,0.00%,100.00%,0.00%,0.00%,100%,-%,0,0,0,0,0,1,1,0,0%,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Luca,Petrasso,FALSE,180,76,Midfielder,Supplemental Slots 25-28,Homegrown,20,orl,7,284,3,2,4,0,2,33.30%,31.80%,25%,81%,142,115,45,44.40%,41.50%,5.60%,38.00%,14.80%,69.20%,93%,6,1,0,0,4,1,0,0,0%,-,0,0,0,0,0,0,0,1,3,0,0,,,,,,
César,Araújo,FALSE,178,69,Midfielder,Senior,InternationalU22 Initiative,5,orl,19,"1,548",17,3,17,4,13,58.10%,50.80%,32.10%,86.60%,935,810,54.4,56.10%,33.40%,28.00%,25.60%,13.00%,82.50%,90.10%,6,0,1,2,11,8,3,0,0%,-,0,0,0,0,0,0,0,53,31,5,0,,,,,,
Thomas,Williams,FALSE,191,77,Defender,Supplemental Slots 25-28,Homegrown,68,orl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilfredo,Rivera,FALSE,168,67,Midfielder,Signed,Homegrown,32,orl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael,Halliday,FALSE,185,71,Defender,Supplemental Slots 29-30,Homegrown,26,orl,10,702,8,4,17,2,7,47.10%,57.40%,60%,78.20%,234,183,30,40%,27.40%,47.00%,5.10%,20.50%,64.20%,81.60%,25,5,2,0,11,3,0,0,0%,-,0,0,0,0,0,0,0,2,7,2,0,,,,,,
Antônio,Carlos,FALSE,191,79,Defender,Senior,,25,orl,13,"1,045",12,1,56,8,10,80%,56.40%,67.40%,85.50%,512,438,44.1,64.60%,47.50%,30.10%,15.00%,7.40%,74.90%,92.30%,0,0,0,2,0,7,4,0,0%,-,0,0,0,0,0,0,0,7,16,5,0,,,,,,
Rodrigo,Schlegel,FALSE,182,82,Defender,Senior,,15,orl,14,980,11,3,55,6,10,38.10%,49%,38.60%,82.60%,436,360,40,36.70%,39.70%,34.60%,19.50%,6.20%,75%,87.50%,0,0,0,1,2,3,1,0,0%,-,0,0,0,0,0,0,0,9,12,2,0,,,,,,
Mauricio,Pereyra,FALSE,170,63,Midfielder,Senior,InternationalDesignated Player,10,orl,17,"1,161",14,11,3,1,8,66.70%,45.30%,22.20%,80.80%,699,565,54.2,59.20%,37.90%,21.50%,27.30%,13.30%,73.80%,91.90%,5,1,2,3,22,5,3,0,0%,-,0,0,0,0,0,0,0,20,15,1,0,,,,,,
Robin,Jansson,FALSE,187,87,Defender,Senior,,6,orl,20,"1,710",18,0,62,26,15,56.30%,62.80%,50%,84.60%,902,763,47.5,45.80%,40.60%,23.90%,32.40%,3.10%,69.70%,91.80%,0,0,0,0,2,3,0,0,0%,-,0,0,0,0,0,0,0,13,9,3,0,,,,,,
Kyle,Smith,FALSE,180,82,Defender,Senior,,24,orl,17,"1,155",13,9,31,2,13,65.40%,45%,50%,78.70%,606,477,47.2,42.40%,39.40%,27.60%,21.00%,12.00%,69.40%,83.80%,23,5,1,1,9,2,1,1,50%,"1,155",0,1,0,0,1,0,0,5,17,5,0,,,,,,
Adam,Grinwis,FALSE,188,82,Goalkeeper,Supplemental Slots 21-24,,99,orl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro,Gallese,FALSE,189,79,Goalkeeper,Senior,International,1,orl,17,"1,530",17,0,16,,,,,,68.40%,396,271,23.3,37.60%,63.90%,23.70%,12.40%,0.00%,30.80%,84.80%,0,0,0,0,1,,,,,,,,,,,,,8,0,0,0,73%,6,15,9,1,0
Mason,Stajduhar,FALSE,188,86,Goalkeeper,Supplemental Slots 29-30,Homegrown,31,orl,3,270,3,0,3,,,,,,55.60%,63,35,21,38.60%,74.60%,14.30%,11.10%,0.00%,25%,87.10%,0,0,0,0,0,,,,,,,,,,,,,2,0,1,0,60%,0,5,1,1,0
Felipe,Martins,FALSE,175,70,Midfielder,Supplemental Slots 21-24,,8,orl,11,407,4,3,6,2,8,40%,42.20%,50%,84.70%,262,222,57.9,50%,41.60%,20.60%,22.10%,15.60%,80%,86.50%,5,0,0,0,2,6,3,0,0%,-,0,0,0,0,0,0,0,7,5,2,0,,,,,,
Chris,Donovan,FALSE,183,74,Forward,Supplemental Slots 25-28,,25,phi,10,204,2,1,0,0,0,100%,44.80%,51.40%,61.90%,63,39,27.8,-,34.90%,15.90%,15.90%,33.30%,52.10%,82.40%,2,0,1,0,3,2,0,0,0%,-,0,0,0,0,0,0,0,3,4,0,0,,,,,,
Holden,Trent,FALSE,188,75,Goalkeeper,Supplemental Slots 25-28,,13,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy,Rafanello,FALSE,183,75,Midfielder,Supplemental Slots 25-28,Homegrown,14,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard,Odada,FALSE,190,,Midfielder,Senior,International,21,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
